Nr,Rendi,Familja,Lloji,Referenca
413,Lepidoptera,Papilonidae,"Zerynthia polyxena (Denis & Schiffermüller, 1775)","(Zhushi Etemi et al., 2018)"
414,Lepidoptera,Pieridae,"Anthocharis cardamines (Linnaeus, 1758)","(Zhushi Etemi et al., 2018)"
415,Lepidoptera,Pieridae,"Aporia crataegi (Linnaeus, 1758)","(Zhushi Etemi et al., 2018)"
416,Lepidoptera,Pieridae,"Colias alfacariensis (Berger, 1948)","(Zhushi Etemi et al., 2018)"
417,Lepidoptera,Pieridae,"Colias crocea (Geoffroy, 1785)","(Zhushi Etemi et al., 2018)"
418,Lepidoptera,Pieridae,"Colias hyale (Linnaeus, 1758)","(Zhushi Etemi et al., 2020)"
419,Lepidoptera,Pieridae,"Euchloe ausonia (Hübner, 1803)","(Zhushi Etemi et al., 2018)"
420,Lepidoptera,Pieridae,"Gonepteryx rhamni (Linnaeus, 1758)","(Zhushi Etemi et al., 2018)"
421,Lepidoptera,Pieridae,"Leptidea duponcheli (Staudinger, 1871)","(Zhushi Etemi et al., 2018)"
422,Lepidoptera,Pieridae,"Leptidea sinapis/juvernica (Linnaeus, 1758)","(Zhushi Etemi et al., 2018)"
423,Lepidoptera,Pieridae,"Pieris balcana Lorkovic, 1970","(Zhushi Etemi et al., 2020)"
424,Lepidoptera,Pieridae,"Pieris brassicae (Linnaeus, 1758)","(Zhushi Etemi et al., 2018)"
425,Lepidoptera,Pieridae,"Pieris ergane (Geyer, 1828)","(Zhushi Etemi et al., 2018)"
426,Lepidoptera,Pieridae,"Pieris manni (Mayer, 1851)","(Zhushi Etemi et al., 2018)"
427,Lepidoptera,Pieridae,"Pieris napi (Linnaeus, 1758)","(Zhushi Etemi et al., 2018)"
428,Lepidoptera,Pieridae,"Pieris rape (Linnaeus, 1758)","(Zhushi Etemi et al., 2018)"
429,Lepidoptera,Pieridae,"Pontia edusa (Fabricius, 1777)","(Zhushi Etemi et al., 2020)"
430,Lepidoptera,Riodinidae,"Hamearis lucina (Linnaeus, 1758)","(Zhushi Etemi et al., 2020)"
431,Lepidoptera,Sphingidae ,"Acherontia atropos (Linnaeus, 1758)","(Bytyçi et al., 2022)"
432,Lepidoptera,Sphingidae ,"Agrius convolvuli (Linnaeus, 1758).","(Bytyçi et al., 2022)"
433,Lepidoptera,Sphingidae ,"Daphnis nerii (Linnaeus, 1758)","(Bytyçi et al., 2022)"
434,Lepidoptera,Sphingidae ,"Deilephila elpenor (Linnaeus, 1758)","(Bytyçi et al., 2022)"
435,Lepidoptera,Sphingidae ,"Deilephila porcellus (Linnaeus, 1758)","(Bytyçi et al., 2022)"
436,Lepidoptera,Sphingidae ,"Hyles euphorbiae (Linnaeus, 1758)","(Bytyçi et al., 2022)"
437,Lepidoptera,Sphingidae ,"Hyles livornica (Esper, 1780)","(Bytyçi et al., 2022)"
438,Lepidoptera,Sphingidae ,"Laothoe populi (Linnaeus, 1758)","(Bytyçi et al., 2022)"
439,Lepidoptera,Sphingidae ,"Macroglossum stellatarum (Linnaeus, 1758)","(Bytyçi et al., 2022)"
440,Lepidoptera,Sphingidae ,"Marumba quercus (Denis & Schiffermüller, 1775)","(Bytyçi et al., 2022)"
441,Lepidoptera,Sphingidae ,"Mimas tiliae (Linnaeus, 1758)","(Bytyçi et al., 2022)"
442,Lepidoptera,Sphingidae ,"Smerinthus ocellata (Linnaeus, 1758)","(Bytyçi et al., 2022)"
443,Lepidoptera,Zygaenidae ,"Adscita geryon (Hübner, 1813)","(Bytyçi et al., 2023)"
444,Lepidoptera,Zygaenidae ,"Adscita mannii (Lederer, 1853)","(Bytyçi et al., 2023)"
445,Lepidoptera,Zygaenidae ,"Jordanita budensis (Speyer & Speyer, 1858)","(Bytyçi et al., 2023)"
446,Lepidoptera,Zygaenidae ,"Jordanita notata (Zeller, 1847)","(Bytyçi et al., 2023)"
447,Lepidoptera,Zygaenidae ,"Jordanita subsolana (Staudinger, 1862)","(Bytyçi et al., 2023)"
448,Lepidoptera,Zygaenidae ,"Zygaena carniolica Scopoli, 1763","(Bytyçi et al., 2023)"
449,Lepidoptera,Zygaenidae ,"Zygaena ephialtes (Linnaeus, 1767)","(Bytyçi et al., 2023)"
450,Lepidoptera,Zygaenidae ,"Zygaena filipendulae (Linnaeus, 1758)","(Bytyçi et al., 2023)"
451,Lepidoptera,Zygaenidae ,"Zygaena lonicerae (Scheven, 1777)","(Bytyçi et al., 2023)"
452,Lepidoptera,Zygaenidae ,"Zygaena loti (Denis & Schiffermüller, 1775)","(Bytyçi et al., 2023)"
453,Lepidoptera,Zygaenidae ,"Zygaena purpuralis Brünnich, 1763","(Bytyçi et al., 2023)"
